Unnamed: 0,code,year,period,id,Country,tourists,venue,rate,food,glass,metal,other,paper,plastic,leather,green_waste,waste_recycling
4964,CAS_7723-14-0,2009,2009-01--2009-12,ES030MSPF0902021,2,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
4986,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0264,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5013,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0143A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5041,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0231,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5061,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0264,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5070,CAS_14265-44-2,2008,2008-01--2008-12,FRDR316,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5077,CAS_7723-14-0,2008,2008-01--2008-12,FRDR2030,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5082,CAS_14265-44-2,2008,2008-01--2008-12,FRGR1197,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5086,CAS_14265-44-2,2008,2008-01--2008-12,FRDR325,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5087,CAS_7723-14-0,2008,2008-01--2008-12,FRDR316,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5100,CAS_14265-44-2,2008,2008-01--2008-12,FRDR246A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5116,CAS_7723-14-0,2008,2008-01--2008-12,ES063MSPF000117950,2,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
5191,CAS_7723-14-0,2009,2009-01--2009-12,FRDR81,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5218,CAS_14265-44-2,2009,2009-01--2009-12,FRAR13,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5244,CAS_14265-44-2,2009,2009-01--2009-12,FRDR182,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5256,CAS_14265-44-2,2009,2009-01--2009-12,FRDR187,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5261,CAS_14265-44-2,2009,2009-01--2009-12,FRDR136B,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5263,CAS_14265-44-2,2009,2009-01--2009-12,FRDR11502,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5270,CAS_7723-14-0,2009,2009-01--2009-12,FRDR185,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5276,CAS_14265-44-2,2009,2009-01--2009-12,FRDR185,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5281,CAS_14265-44-2,2008,2008-01--2008-12,FRDR243C,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5291,CAS_14265-44-2,2008,2008-01--2008-12,FRDR235,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5293,CAS_7723-14-0,2008,2008-01--2008-12,FRFR163,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5311,CAS_14265-44-2,2009,2009-01--2009-12,FRFRR281_4,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5327,CAS_7723-14-0,2009,2009-01--2009-12,FRFR177,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5377,CAS_14265-44-2,2009,2009-01--2009-12,FRFR280,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5378,CAS_14265-44-2,2009,2009-01--2009-12,FRFR279,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5380,CAS_7723-14-0,2009,2009-01--2009-12,FRFR251,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5385,CAS_7723-14-0,2009,2009-01--2009-12,FRFR655,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5393,CAS_14265-44-2,2009,2009-01--2009-12,FRFR655,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5400,CAS_14265-44-2,2009,2009-01--2009-12,FRFR286,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5408,CAS_14265-44-2,2009,2009-01--2009-12,FRFR229,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5413,CAS_7723-14-0,2009,2009-01--2009-12,FRFR651,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5436,CAS_7723-14-0,2008,2008-01--2008-12,FRER9B,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5437,CAS_7723-14-0,2008,2008-01--2008-12,FRER11510,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5440,CAS_14265-44-2,2008,2008-01--2008-12,FRER58A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5441,CAS_7723-14-0,2008,2008-01--2008-12,FRER36,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5442,CAS_14265-44-2,2008,2008-01--2008-12,FRER33,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5453,CAS_7723-14-0,2008,2008-01--2008-12,FRER33,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5455,CAS_7723-14-0,2008,2008-01--2008-12,FRER16,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5465,CAS_14265-44-2,2008,2008-01--2008-12,FRFR157A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5466,CAS_7723-14-0,2008,2008-01--2008-12,FRFR157A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5493,CAS_7723-14-0,2008,2008-01--2008-12,FRDR179,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5498,CAS_7723-14-0,2008,2008-01--2008-12,FRDR174,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5501,CAS_14265-44-2,2008,2008-01--2008-12,FRDR171,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5518,CAS_7723-14-0,2009,2009-01--2009-12,FRDR84,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5520,CAS_14265-44-2,2009,2009-01--2009-12,FRHR11A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5532,CAS_7723-14-0,2009,2009-01--2009-12,FRDR530,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5545,CAS_7723-14-0,2009,2009-01--2009-12,FRDR609,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5594,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0927,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5599,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0927,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5603,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0560,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5612,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0550,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5627,CAS_14265-44-2,2008,2008-01--2008-12,UKSC010391,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5628,CAS_14265-44-2,2008,2008-01--2008-12,UKSC010427,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5629,CAS_14265-44-2,2008,2008-01--2008-12,UKSC010469,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5630,CAS_14265-44-2,2008,2008-01--2008-12,UKSC020211,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5631,CAS_14265-44-2,2008,2008-01--2008-12,UKSC023127,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5632,CAS_14265-44-2,2008,2008-01--2008-12,UKSC023319,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5633,CAS_14265-44-2,2008,2008-01--2008-12,UKSC023222,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5636,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0539A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5686,CAS_14265-44-2,2008,2008-01--2008-12,FRFR192,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5687,CAS_7723-14-0,2008,2008-01--2008-12,FRFR192,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5697,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0069B,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5706,CAS_14265-44-2,2008,2008-01--2008-12,FRFR201,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5710,CAS_14265-44-2,2008,2008-01--2008-12,FRFR215B,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5711,CAS_7723-14-0,2008,2008-01--2008-12,FRFR189,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5739,CAS_7723-14-0,2008,2008-01--2008-12,FRFR315A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5760,CAS_7723-14-0,2009,2009-01--2009-12,FRFR280,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5774,CAS_14265-44-2,2009,2009-01--2009-12,FRAR49,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5781,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0564B,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5815,CAS_14265-44-2,2007,2007-01--2007-12,UKSC023155,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5816,CAS_14265-44-2,2007,2007-01--2007-12,UKSC005215,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5817,CAS_14265-44-2,2007,2007-01--2007-12,UKSC010589,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5818,CAS_14265-44-2,2007,2007-01--2007-12,UKSC010562,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5823,CAS_14265-44-2,2009,2009-01--2009-12,ES11733,2,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
5886,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0455B,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5888,CAS_7723-14-0,2008,2008-01--2008-12,FRDR2023,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5894,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0513,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5895,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0513,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5896,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0513,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5899,CAS_7723-14-0,2008,2008-01--2008-12,FRDR2001A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5906,CAS_7723-14-0,2008,2008-01--2008-12,FRDR524,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5910,CAS_14265-44-2,2008,2008-01--2008-12,FRDR2001A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5913,CAS_14265-44-2,2008,2008-01--2008-12,FRDR524,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5918,CAS_14265-44-2,2008,2008-01--2008-12,UKSC023065,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5927,CAS_7723-14-0,2008,2008-01--2008-12,FRDR530,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5931,CAS_7723-14-0,2008,2008-01--2008-12,FRDR530,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
5983,CAS_14265-44-2,2006,2006-01--2006-12,UKSC006301,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5985,CAS_14265-44-2,2006,2006-01--2006-12,UKSC003904,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5986,CAS_14265-44-2,2006,2006-01--2006-12,UKSC005953,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5987,CAS_14265-44-2,2006,2006-01--2006-12,UKSC006586,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5988,CAS_14265-44-2,2006,2006-01--2006-12,UKSC006836,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5989,CAS_14265-44-2,2006,2006-01--2006-12,UKSC005010,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5990,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010394,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5991,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010040,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5992,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010060,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5993,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010153,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5994,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010379,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5995,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010383,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
5997,CAS_14265-44-2,2008,2008-01--2008-12,FRFR614,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6001,CAS_7723-14-0,2008,2008-01--2008-12,FRDR277A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6026,CAS_7723-14-0,2008,2008-01--2008-12,FRFR611,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6031,CAS_7723-14-0,2008,2008-01--2008-12,FRAR53,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6036,CAS_14265-44-2,2008,2008-01--2008-12,FRAR66,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6044,CAS_14265-44-2,2008,2008-01--2008-12,FRDR213,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6062,CAS_7723-14-0,2008,2008-01--2008-12,FRFR211,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6070,CAS_14265-44-2,2008,2008-01--2008-12,FRFR296A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6078,CAS_14265-44-2,2008,2008-01--2008-12,FRDR251,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6079,CAS_7723-14-0,2008,2008-01--2008-12,FRDR213,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6085,CAS_7723-14-0,2008,2008-01--2008-12,FRDR250B,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6092,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0003C,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6110,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0543,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6128,CAS_14265-44-2,2009,2009-01--2009-12,FRAR08,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6153,CAS_14265-44-2,2009,2009-01--2009-12,FRAR14,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6188,CAS_14265-44-2,2007,2007-01--2007-12,UKSC020093,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6189,CAS_14265-44-2,2007,2007-01--2007-12,UKSC020637,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6190,CAS_14265-44-2,2007,2007-01--2007-12,UKSC020642,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6191,CAS_14265-44-2,2007,2007-01--2007-12,UKSC023096,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6192,CAS_14265-44-2,2007,2007-01--2007-12,UKSC023032,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6193,CAS_14265-44-2,2007,2007-01--2007-12,UKSC023346,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6194,CAS_14265-44-2,2007,2007-01--2007-12,UKSC023295,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6195,CAS_14265-44-2,2007,2007-01--2007-12,UKSC023265,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6196,CAS_14265-44-2,2007,2007-01--2007-12,UKSC023224,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6197,CAS_14265-44-2,2007,2007-01--2007-12,UKSC005290,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6198,CAS_14265-44-2,2007,2007-01--2007-12,UKSC010521,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6199,CAS_14265-44-2,2007,2007-01--2007-12,UKSC010001,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6200,CAS_14265-44-2,2007,2007-01--2007-12,UKSC020412,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6201,CAS_14265-44-2,2007,2007-01--2007-12,UKSC020330,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6202,CAS_14265-44-2,2007,2007-01--2007-12,UKSC020110,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6203,CAS_14265-44-2,2007,2007-01--2007-12,UKSC023066,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6204,CAS_14265-44-2,2007,2007-01--2007-12,UKSC023127,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6205,CAS_14265-44-2,2007,2007-01--2007-12,UKSC023221,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6206,CAS_14265-44-2,2007,2007-01--2007-12,UKSC023187,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6207,CAS_14265-44-2,2007,2007-01--2007-12,UKSC020496,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6208,CAS_14265-44-2,2007,2007-01--2007-12,UKSC005105,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6287,CAS_7723-14-0,2009,2009-01--2009-12,BERW06_OS01R,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6296,CAS_7723-14-0,2009,2009-01--2009-12,ES020MSPF000000505,2,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
6299,CAS_7723-14-0,2009,2009-01--2009-12,ES020MSPF000000454,2,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
6301,CAS_7723-14-0,2009,2009-01--2009-12,ES020MSPF000000440,2,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
6348,CAS_7723-14-0,2008,2008-01--2008-12,UKSC006555,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6349,CAS_7723-14-0,2008,2008-01--2008-12,UKSC006839,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6350,CAS_7723-14-0,2008,2008-01--2008-12,UKSC010073,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6351,CAS_7723-14-0,2008,2008-01--2008-12,UKSC010030,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6352,CAS_7723-14-0,2008,2008-01--2008-12,UKSC010321,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6353,CAS_7723-14-0,2008,2008-01--2008-12,UKSC010757,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6354,CAS_7723-14-0,2008,2008-01--2008-12,UKSC010469,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6355,CAS_7723-14-0,2008,2008-01--2008-12,UKSC010220,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6394,CAS_14265-44-2,2009,2009-01--2009-12,ES064MSPF000206680,2,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
6395,CAS_7723-14-0,2009,2009-01--2009-12,ES064MSPF000134890,2,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
6397,CAS_7723-14-0,2009,2009-01--2009-12,ES13503,2,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
6428,CAS_14265-44-2,2009,2009-01--2009-12,FRHR264A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6449,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0563,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6464,CAS_14265-44-2,2008,2008-01--2008-12,UKGB107041012420,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6467,CAS_14265-44-2,2008,2008-01--2008-12,UKGB107041012641,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6468,CAS_14265-44-2,2007,2007-01--2007-12,UKGB107041012740,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6488,CAS_7723-14-0,2008,2008-01--2008-12,UKSC006301,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6489,CAS_7723-14-0,2008,2008-01--2008-12,UKSC004402,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6490,CAS_7723-14-0,2008,2008-01--2008-12,UKSC003904,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6491,CAS_7723-14-0,2008,2008-01--2008-12,UKSC005953,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6492,CAS_7723-14-0,2008,2008-01--2008-12,UKSC006498,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
